Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1996-11-22,Star Trek: First Contact,7.295,46000000,150000000,"Science Fiction, Action, Adventure, Thriller","spacecraft, teleportation, inventor, starship, resistance, borg, enterprise-e, cyborg, montana, repayment, obsession, time travel, speed of light, business start-up, space opera, first contact, outer space, traumatized man",Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn",Paramount
1996-11-01,Romeo + Juliet,6.795,14500000,147298761,"Drama, Romance","suicide, gang war, forbidden love, based on play or musical, murder, gun violence, star crossed lovers, shakespeare in modern dress, teenage romance, masquerade",Baz Luhrmann,"Leonardo DiCaprio, Claire Danes, Jesse Bradford, Vondie Curtis-Hall, Brian Dennehy","20th Century Fox, Bazmark"
1997-11-18,Titanic,7.9,200000000,2264162353,"Drama, Romance","epic, ship, drowning, panic, shipwreck, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, love, tragedy, tragic love, disaster, historical fiction, class differences, love affair, historical event, lifeboat, star crossed lovers, sinking ship, steerage, rich snob, disaster movie, 1910s, sunken ship",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher","Paramount, 20th Century Fox, Lightstorm Entertainment"
1997-05-23,The Lost World: Jurassic Park,6.526,73000000,618638999,"Adventure, Action, Science Fiction","exotic island, island, velociraptor, dna, tyrannosaurus rex, paleontology, san diego, california, dinosaur, creature, scientist, amusement park, theme park, costa rica, animal horror, father daughter relationship",Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough","Universal Pictures, Amblin Entertainment"
1997-07-02,Men in Black,7.188,90000000,589390539,"Action, Adventure, Comedy, Science Fiction","new york city, cannon, space marine, flying saucer, undercover, secret identity, superhero, deportation, illegal immigration, new identity, stay permit, giant cockroach, based on comic, alien, buddy cop, fictional government agency",Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn","Columbia Pictures, Amblin Entertainment, MacDonald/Parkes Productions"
1997-12-11,Tomorrow Never Dies,6.352,110000000,333011068,"Adventure, Action, Thriller","media tycoon, navy, london, england, china, england, missile, spy, secret intelligence service, intelligence, manipulation of the media, special car, motorcycle, secret service, hamburg, germany",Roger Spottiswoode,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher, Joe Don Baker","EON Productions, United Artists, Danjaq"
1997-07-25,Air Force One,6.462,85000000,315156409,"Action, Thriller","vietnam veteran, journalist, usa president, washington dc, usa, ultimatum, kazakhstan, heroism, air force one, fighter jet, airplane hijacking, aerial combat, first lady, gunfight, secret service, terrorist plot, held hostage, us military, presidential cabinet, moscow, russia, hand to hand combat, political prisoner, escape pod, hostages, president's family, ramstein air force base, germany, hostage negotiation, mid-air refueling",Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Liesel Matthews","Radiant Productions, Beacon Pictures, Columbia Pictures"
1997-12-19,As Good as It Gets,7.395,50000000,314178011,"Drama, Comedy, Romance","friendship, waitress, single parent, restaurant, lone wolf, painter, road trip, neighbor, author, obsessive compulsive disorder, cowardliness, writer, dog, rude, obnoxious, unlikely friendship, hospitalization, pets, mother son relationship, gay artist, lgbt interest, daily routine, romance novelist, child with illness",James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Shirley Knight","Gracie Films, TriStar Pictures, Sony Pictures"
1997-03-21,Liar Liar,6.674,45000000,302710615,Comedy,"california, workaholic, birthday, truth, lie, wish, legal drama",Tom Shadyac,"Jim Carrey, Maura Tierney, Justin Cooper, Cary Elwes, Anne Haney","Universal Pictures, Imagine Entertainment"
1997-06-19,My Best Friend's Wedding,6.603,38000000,299288605,"Comedy, Romance","chicago, illinois, secret love, new love, love of one's life, wedding reception, restaurant critic, man woman relationship, wedding, relationship sabotage, rehearsal dinner",P.J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett, Christopher Masterson","TriStar Pictures, Zucker Brothers Productions, Predawn Productions"
1997-05-02,The Fifth Element,7.536,90000000,263920180,"Adventure, Fantasy, Action, Thriller, Science Fiction","new york city, flying car, taxi, egypt, race against time, saving the world, cyborg, dystopia, anti hero, stowaway, space travel, arms dealer, alien life-form, end of the world, priest, shootout, police chase, cab driver, cyberpunk, archaeologist, space opera, military, opera singer, futuristic city, ancient evil, cruise liner, elemental, hieroglyphics, spaceship, good versus evil, alien robot",Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm, Chris Tucker","Gaumont, Buena Vista International"
1997-08-13,The Full Monty,6.983,3500000,257850122,Comedy,"northern england, police, suicide attempt, job interview, son, striptease, father, yorkshire, obesity, unemployment, steel worker, repossession, male stripper, gay theme",Peter Cattaneo,"Robert Carlyle, Mark Addy, Wim Snape, Steve Huison, Tom Wilkinson","Redwave Films, Channel Four Films"
1997-06-20,Hercules,7.501,85000000,252712101,"Animation, Family, Fantasy, Adventure, Comedy, Romance","peasant, hades, musical, pegasus, zeus, ancient greece, aftercreditsstinger, olympus, hercules, worth","Ron Clements, John Musker","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito, James Woods","Walt Disney Pictures, Walt Disney Feature Animation"
1997-07-03,Bean,6.45,18000000,251212670,"Comedy, Family, Adventure","california, london, england, airport, paris, france, chaos, repair, vault, museum, painting, arts and culture, destroy, artwork, guard, clumsy fellow, arts expert, host family, damage, poster, hospital, los angeles, california, amusement park, teenage rebellion, laxative",Mel Smith,"Rowan Atkinson, Peter MacNicol, Pamela Reed, Tricia Vessey, Andrew Lawrence","Working Title Films, Tiger Aspect"
1997-06-27,Face/Off,7.02,80000000,245700000,"Action, Crime, Science Fiction","prison, biological weapon, prisoner, bomb, undercover, psychopath, fbi, mexican standoff, face transplant, prison escape, flashback, revenge, tragedy, organized crime, shootout, boat chase, los angeles, california, doctor, disguise, vendetta, surgery, criminal gang, golden gun, archvillain, bullet ballet, archenemy, brother brother relationship, siblings, maximum security prison, fbi agent",John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon","Krane Entertainment, Paramount, Permut Presentations, WCG Entertainment Productions, Touchstone Pictures, Douglas/Reuther Productions"
1997-06-20,Batman & Robin,4.336,125000000,238207122,"Action, Science Fiction, Adventure","dual identity, double life, crime fighter, superhero, based on comic, credit card, super power, super villain, good versus evil",Joel Schumacher,"George Clooney, Uma Thurman, Chris O'Donnell, Arnold Schwarzenegger, Alicia Silverstone","Warner Bros. Pictures, Polygram Pictures"
1997-12-20,Life Is Beautiful,8.455,20000000,230098753,"Comedy, Drama","dying and death, bookshop, love of one's life, nazi, self sacrifice, loss of loved one, italy, riddle, mass murder, concentration camp, fascism, world war ii, deportation, jew persecution, story teller, riding a bicycle, national socialism, dark comedy, charade, concentration camp prisoner, romantic comedy, dark, war, nazi germany, oscar-nominated, holocaust",Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric","Mario e Vittorio Cecchi Gori - C.E.I.A.D., Melampo Cinematografica"
1997-12-05,Good Will Hunting,8.149,10000000,225933435,Drama,"boston, massachusetts, professor, baseball, mathematics, genius, harvard university, male friendship, ambition, flashback, love, friends, psychologist, janitor, university, courtroom, prodigy, math genius",Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck, Stellan SkarsgÃ¥rd, Minnie Driver","Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership"
1997-06-05,Con Air,6.732,75000000,224012234,"Action, Thriller, Crime","prison, helicopter, airplane, escape, undercover, ambush, war veteran, gas station, psychopath, bravery, mexican standoff, sandstorm, hijacking, us army, prison guard, u.s. marshal, serial killer, shootout, las vegas, explosion, brutality, convict, desert, war hero, diabetic, dea agent, hostile takeover, skyjacker, motorcycle chase, disguises, action hero, army veteran, prisoner transport, transport plane",Simon West,"Nicolas Cage, John Malkovich, John Cusack, Ving Rhames, Mykelti Williamson","Touchstone Pictures, Jerry Bruckheimer Films"
1997-02-07,Dante's Peak,6.178,116000000,178127760,"Action, Adventure, Drama, Thriller","rescue, small town, helicopter, lava, mayor, evacuation, natural disaster, motel, volcano, lovers, partnership, volcanology, disaster, cabin, explosion, scientist, seismograph, volcanic eruption, rowboat, catastrophe, disaster movie, acid, county fair, abandoned mine, volcanic ash",Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Arabella Field, Jamie RenÃ©e Smith, Jeremy Foley","Pacific Western, Universal Pictures"
1997-11-26,Flubber,5.632,80000000,177977226,"Comedy, Family, Science Fiction","wedding vows, inventor, slime, flight, mad scientist, wedding",Les Mayfield,"Robin Williams, Marcia Gay Harden, Christopher McDonald, Raymond J. Barry, Clancy Brown","Walt Disney Pictures, Great Oaks Entertainment"
1997-07-15,George of the Jungle,5.599,55000000,174463257,"Adventure, Comedy, Family, Romance","san francisco, california, africa, gorilla, narration, lion, feral child, tarzan, breaking the fourth wall, jungle, falling in love, talking to animals, damsel in distress, comedy of errors, accident prone",Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church, John Cleese, Richard Roundtree","Mandeville Films, Walt Disney Pictures"
1998-07-01,Armageddon,6.832,140000000,553799566,"Action, Thriller, Science Fiction, Adventure","daughter, race against time, space marine, moon, washington dc, usa, saving the world, cataclysm, paris, france, asteroid, self sacrifice, nasa, loss of loved one, natural disaster, u.s. air force, end of the world, space, disaster, wedding, astronaut, duringcreditsstinger, disaster movie, heroic mission, daring rescue, space centre",Michael Bay,"Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler, Will Patton","Touchstone Pictures, Jerry Bruckheimer Films, Valhalla Motion Pictures"
1998-07-24,Saving Private Ryan,8.211,70000000,481840909,"Drama, History, War","epic, army, airplane, self sacrifice, war veteran, war crimes, war ship, bravery, world war ii, normandy, france, parachute, troops, waffen ss, omaha beach, rescue mission, war memorial, cowardice, deserted town, based on true story, d-day, soldier, death, military, military operation, 1940s",Steven Spielberg,"Tom Hanks, Tom Sizemore, Edward Burns, Matt Damon, Barry Pepper","DreamWorks Pictures, Paramount, Amblin Entertainment, Mutual Film Company"
1998-05-20,Godzilla,5.6,130000000,379000000,"Science Fiction, Action, Thriller","new york city, atomic bomb, missile, intelligence, pregnancy, destroy, boat accident, giant monster, atomic bomb test, us army, flowerpot, creature, kaiju, military, animal horror, godzilla",Roland Emmerich,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn","TOHO, TriStar Pictures, Independent Pictures (II), Fried Films, Centropolis Entertainment"
1998-07-15,There's Something About Mary,6.589,23000000,369884651,"Romance, Comedy","surgeon, romantic comedy, stalker, dream girl, taboo, screwball comedy, frisbee, troubadour, intellectual disability","Bobby Farrelly, Peter Farrelly","Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans, Chris Elliott",20th Century Fox
1998-11-25,A Bug's Life,7.0,120000000,363258859,"Adventure, Animation, Comedy, Family","fight, winter, ant-hill, ant, invention, collector, anthropomorphism, grass, duringcreditsstinger",John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller","Pixar, Walt Disney Pictures"
1998-05-08,Deep Impact,6.214,75000000,349464664,"Action, Drama, Science Fiction","usa president, nasa, natural disaster, metereologist, space mission, comet, tsunami, astronomer, astronaut, tidal wave, woman director, disaster movie",Mimi Leder,"Robert Duvall, TÃ©a Leoni, Elijah Wood, Vanessa Redgrave, Morgan Freeman","Paramount, DreamWorks Pictures, Zanuck/Brown Productions, Amblin Entertainment"
1998-06-18,Mulan,7.916,90000000,304320254,"Animation, Family, Adventure","princess, daughter, china, homeland, villain, musical, sexism, training, cricket, based on true story, female protagonist, dragon, east asian lead, war hero, based on song, poem or rhyme, luck, great wall of china, gender disguise, based on fairy tale, female warrior, hand drawn animation, father daughter relationship, action comedy, woman disguised as man","Tony Bancroft, Barry Cook","Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer, Harvey Fierstein","Walt Disney Pictures, Walt Disney Feature Animation"
1998-06-26,Doctor Dolittle,5.7,71000000,294500000,"Comedy, Family, Fantasy","based on novel or book, tiger, san francisco, california, veterinarian, monkey, dog, talking to animals, woman director, father son relationship, father daughter relationship",Betty Thomas,"Eddie Murphy, Ossie Davis, Oliver Platt, Peter Boyle, Richard Schiff","20th Century Fox, Davis Entertainment, Joseph M. Singer Entertainment"
1998-12-11,Shakespeare in Love,6.868,25000000,289317794,"Romance, History, Comedy","london, england, theater play, queen elizabeth i, playwright, cross dressing, false history, francis bacon, 16th century, acting, elizabethan england",John Madden,"Joseph Fiennes, Gwyneth Paltrow, Geoffrey Rush, Tom Wilkinson, Judi Dench","Miramax, Universal Pictures, Bedford Falls Productions"
1998-07-10,Lethal Weapon 4,6.583,140000000,285400000,"Action, Adventure, Comedy, Crime, Thriller","showdown, police, sequel, mixed martial arts, los angeles, california, house fire, wisecrack humor, buddy cop, lapd, maverick cop, revolver, action hero",Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Chris Rock","Silver Pictures, Donner/Shuler-Donner Productions, Warner Bros. Pictures"
1998-06-04,The Truman Show,8.135,60000000,264118201,"Comedy, Drama","paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe",Peter Weir,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor","Paramount, Scott Rudin Productions"
1998-12-17,You've Got Mail,6.675,65000000,250821495,"Comedy, Romance","bookshop, businessman, anonymous letter, romantic comedy, falling in love, manhattan, new york city, class conflict, online dating, woman director, christmas, online relationship, internet romance, parfumerie",Nora Ephron,"Tom Hanks, Meg Ryan, Greg Kinnear, Parker Posey, Steve Zahn",Warner Bros. Pictures
1998-11-20,Enemy of the State,7.013,90000000,250649836,"Action, Drama, Thriller","helicopter, washington dc, usa, corruption, politics, identity, espionage, falsely accused, mexican standoff, baltimore, usa, wiretap, satellite, national security agency (nsa), exploding building, mafia, conspiracy, lawyer, privacy, surveillance, voyeur, secret hideout",Tony Scott,"Will Smith, Gene Hackman, Jon Voight, Regina King, Loren Dean","Touchstone Pictures, Jerry Bruckheimer Films, Don Simpson/Jerry Bruckheimer Films, Scott Free Productions"
1998-07-16,The Mask of Zorro,6.558,95000000,250300000,"Action, Adventure","epic, california, hero, horseback riding, spy, superhero, sword fight, revenge, vigilante, swashbuckler, action hero, zorro, vigilante justice",Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher","TriStar Pictures, Amblin Entertainment"
1998-09-18,Rush Hour,7.0,33000000,244721064,"Action, Comedy, Crime","martial arts, fbi, two man army, chinese mafia, los angeles, california, east asian lead, buddy cop, consul, crime lord, art treasures, child kidnapping, duringcreditsstinger, action hero",Brett Ratner,"Jackie Chan, Chris Tucker, Tom Wilkinson, Philip Baker Hall, Elizabeth PeÃ±a","Roger Birnbaum Productions, New Line Cinema, Caravan Pictures"
1998-12-16,The Prince of Egypt,7.254,70000000,218600000,"Adventure, Animation, Drama, Family","egypt, moses, kingdom, pyramid, exodus, musical, governance, ancient egypt, pharaoh, woman director, passover","Simon Wells, Steve Hickner, Brenda Chapman","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum","DreamWorks Animation, DreamWorks Pictures"
1998-12-25,Patch Adams,7.299,50000000,202292902,"Comedy, Drama","nurse, hospital, doctor, laughter",Tom Shadyac,"Robin Williams, Monica Potter, Philip Seymour Hoffman, Daniel London, Bob Gunton","Universal Pictures, Bungalow 78 Productions, Blue Wolf, Farrell/Minoff"
1998-04-10,City of Angels,6.78,55000000,198685114,"Romance, Drama, Fantasy","suicide, operation, life and death, afterlife, angel, faith, heaven, remake, los angeles, california, interspecies romance",Brad Silberling,"Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz, Colm Feore","Atlas Entertainment, Monarchy Enterprises B.V., Regency Enterprises, Taurus Film, Warner Bros. Pictures"
1998-06-19,The X Files,6.841,66000000,189198313,"Mystery, Science Fiction, Thriller","helicopter, space marine, government, bomb, mutation, extraterrestrial technology, obsession, fbi, secret society, secret organization, secret lab, x-files, ufo, conspiracy, ovine",Rob Bowman,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis, John Neville","Ten Thirteen Productions, 20th Century Fox"
1998-02-01,The Horse Whisperer,6.9,60000000,186883563,"Adventure, Drama, Romance","new york city, love triangle, attachment to nature, parent child relationship, marriage crisis, horseback riding, montana, confidence, horse, riding accident, career woman, ranch, horse whisperer, trauma, country life, crisis, travel, animal, nature",Robert Redford,"Robert Redford, Kristin Scott Thomas, Sam Neill, Scarlett Johansson, Dianne Wiest","Wildwood Enterprises, Touchstone Pictures"
1999-05-19,Star Wars: Episode I - The Phantom Menace,6.536,115000000,924317558,"Adventure, Action, Science Fiction","galaxy, senate, taskmaster, prophecy, queen, apprentice, taxes, space opera",George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Ian McDiarmid",Lucasfilm Ltd.
1999-08-06,The Sixth Sense,7.947,40000000,672800000,"Mystery, Thriller, Drama","dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child",M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan","Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions"
1999-10-30,Toy Story 2,7.588,90000000,497366869,"Animation, Comedy, Family","friendship, airplane, museum, prosecution, identity crisis, flea market, collector, sequel, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles",Pixar
1999-03-30,The Matrix,8.2,63000000,463517383,"Action, Science Fiction","man vs machine, martial arts, dream, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, simulated reality , cyberpunk, dream world, woman director, messiah, action hero, gnosticism","Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Joe Pantoliano","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures"
1999-06-18,Tarzan,7.401,130000000,448200000,"Family, Adventure, Animation, Drama","baby, africa, gorilla, adoption, feral child, tarzan, nest, anthropomorphism, jungle, camp, orphan","Kevin Lima, Chris Buck","Tony Goldwyn, Minnie Driver, Glenn Close, Alex D. Linz, Rosie O'Donnell","Walt Disney Pictures, Edgar Rice Burroughs Inc., Walt Disney Feature Animation"
1999-04-16,The Mummy,6.912,80000000,415885488,"Adventure, Action, Fantasy","egypt, cairo, library, secret passage, pastor, pyramid, sandstorm, solar eclipse, mummy, foreign legion, nile, secret society, treasure hunt, remake, archaeologist, tomb, book of the dead, ancient egypt, opposites attract, 1920s, pharoah, good versus evil",Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Patricia VelÃ¡squez","Universal Pictures, Alphaville"
1999-05-21,Notting Hill,7.263,42000000,363889678,"Romance, Comedy","friendship, new love, london, england, bookshop, england, birthday, movie business, roommate, press conference, paparazzi, wheelchair, bath tub, cohabitant, interview, fame, falling in love, celebration, group of friends, movie star, dinner party, famous actor",Roger Michell,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans","Notting Hill Pictures, Bookshop Productions, PolyGram Filmed Entertainment, Working Title Films, Universal Pictures"
1999-11-17,The World Is Not Enough,6.267,135000000,361832400,"Adventure, Action, Thriller","mission, oil, mi6, heiress, bilbao, spain, british secret service",Michael Apted,"Pierce Brosnan, Robert Carlyle, Sophie Marceau, Denise Richards, Robbie Coltrane","EON Productions, Metro-Goldwyn-Mayer, Danjaq, United Artists, Kanzaman Productions"
1999-09-15,American Beauty,8.0,15000000,356296601,Drama,"estate agent, adultery, coming out, first time, virgin, cheating, parent child relationship, age difference, midlife crisis, cheerleader, dark comedy, rose, satire, dysfunctional family, suburbia, coming of age, sexual fantasy, dysfunctional marriage, marijuana, loneliness, love affair, exercise, extramarital affair, realtor, quitting a job, voyeur, neighborhood, retired army man, closeted homosexual, singing in a car, gay theme, teenager, camcorder",Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari","DreamWorks Pictures, Jinks/Cohen Company"
1999-06-08,Austin Powers: The Spy Who Shagged Me,6.278,33000000,312016928,"Adventure, Comedy, Crime, Science Fiction","android, exotic island, cia, space marine, showdown, moon, usa president, saving the world, laser gun, submarine, nasa, undercover, clone, spy, car journey, time travel, supermodel, parody, aftercreditsstinger, duringcreditsstinger",Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe","New Line Cinema, Eric's Boy"
1999-07-30,Runaway Bride,6.077,70000000,309457509,"Comedy, Romance","small town, chase, self-discovery, artist, just married, reporter, wedding, relationship, wedding ceremony, screwball comedy, self identity, hair salon, cold feet",Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, HÃ©ctor Elizondo, Rita Wilson","Lakeshore Entertainment, Paramount, Touchstone Pictures, Interscope Communications"
1999-12-17,Stuart Little,6.0,133000000,300100000,"Family, Fantasy, Comedy, Adventure","sibling relationship, based on novel or book, cat, gangster, orphanage, adoption, mouse, stepbrother, world trade center",Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane","Franklin/Waterman Productions, Columbia Pictures, Global Medien KG, Red Wagon Entertainment"
1999-12-10,The Green Mile,8.509,60000000,286801374,"Fantasy, Drama, Crime","mentally disabled, based on novel or book, southern usa, psychopath, death row, jail guard, supernatural, great depression, prison guard, jail, electric chair, torture, magic realism, healing, 1930s, abuse of power",Frank Darabont,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, Michael Jeter","Warner Bros. Pictures, Universal Pictures, PolyGram Filmed Entertainment, Castle Rock Entertainment, Darkwoods Productions"
1999-07-14,The Blair Witch Project,6.337,60000,248639099,"Horror, Mystery","witch, legend, camping, map, supernatural, wilderness, forest, maryland, mockumentary, paranormal, friends, survival, urban legend, fear, witchcraft, evil, found footage, videotape, lost in the woods","Daniel Myrick, Eduardo SÃ¡nchez","Rei Hance, Michael C. Williams, Joshua Leonard, Bob Griffin, Jim King","Haxan Films, Artisan Entertainment"
1999-07-09,American Pie,6.574,11000000,235483004,"Comedy, Romance","innocence, graduation, loss of virginity, coming of age, high school student, pie, teen comedy, teenage sexuality, exchange student, sex comedy, voyeurism, virginity, laxative, prom night, teenager",Paul Weitz,"Jason Biggs, Chris Klein, Thomas Ian Nicholas, Alyson Hannigan, Shannon Elizabeth","Summit Entertainment, Universal Pictures, Newmarket Capital Group, Zide-Perry Productions"
1999-06-25,Big Daddy,6.467,34200000,234801895,"Comedy, Drama","bachelor, vomit, syracuse university, law school, politically incorrect, young boy, wetting pants, central park, public urination, child's point of view, responsibility, immaturity",Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse","Columbia Pictures, Out of the Blue... Entertainment, Jack Giarraputo Productions"
1999-06-30,Wild Wild West,5.318,170000000,222104681,"Action, Adventure, Comedy, Science Fiction, Western","remake, steampunk, cowboy, steam locomotive, drag, world domination, action hero, buddy movie",Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek Pinault, M. Emmet Walsh","Peters Entertainment, Sonnenfeld Josephson Worldwide Entertainment, Todman, Simon, LeMasters Productions, Warner Bros. Pictures"
1999-04-29,Entrapment,6.21,66000000,212404396,"Romance, Drama, Mystery","new year's eve, london, england, distrust, undercover, burglar, skyscraper, blackmail, heist, thief, older man younger woman relationship, art thief, criminal, art theft, millennium, manhattan, new york city, kuala lumpur malaysia",Jon Amiel,"Catherine Zeta-Jones, Sean Connery, Will Patton, Maury Chaykin, Ving Rhames","Fountainbridge Films, Regency Enterprises"
1999-11-24,End of Days,6.1,100000000,211989043,"Action, Horror, Fantasy","new year's eve, new york city, nightmare, faith, christianity, pastor, bible, satanist, ex-cop, atheist, anti-christ, millenium, priest, hospital, explosion, church, devil, ritual murder, stigmata, supernatural horror, good versus evil, security agent, private security organization",Peter Hyams,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak, CCH Pounder",Beacon Communications
1999-11-19,Sleepy Hollow,7.167,100000000,206100000,"Drama, Fantasy, Thriller, Mystery, Horror","small town, steampunk, 19th century, headless horseman",Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon, Casper Van Dien","Paramount, Mandalay Pictures, American Zoetrope, Karol Film Productions, Scott Rudin Productions"
2000-05-24,Mission: Impossible II,6.12,125000000,546388105,"Adventure, Action, Thriller","dying and death, island, cia, helicopter, computer, spain, undercover, skyscraper, secret mission, spy, secret identity, ex-lover, secret agent, duel, lethal virus, rescue team, agent, research laboratory",John Woo,"Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames, Richard Roxburgh","Paramount, Cruise/Wagner Productions"
2000-05-04,Gladiator,8.2,103000000,465361176,"Action, Drama, Adventure","epic, gladiator, rome, italy, arena, senate, roman empire, parent child relationship, emperor, slavery, ancient rome, revenge, battlefield, slave auction, historical fiction, ancient world, combat, chariot, philosopher, barbarian horde, 2nd century, successor, commodus, maximus",Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures"
2000-12-22,Cast Away,7.662,90000000,429632142,"Adventure, Drama","exotic island, suicide attempt, volleyball, survival, loneliness, airplane crash, deserted island, tropical island",Robert Zemeckis,"Tom Hanks, Helen Hunt, Chris Noth, Paul Sanchez, Lari White","20th Century Fox, DreamWorks Pictures, ImageMovers, Playtone"
2000-12-15,What Women Want,6.44,70000000,374100000,"Comedy, Romance","telepathy, womanizer, single father, super power, teenage daughter, misogyny, advertising executive, woman director, female psyche",Nancy Meyers,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda, Ashley Johnson","Paramount, Icon Productions"
2000-05-19,Dinosaur,6.519,127500000,354248063,"Family, Animation","cataclysm, asteroid, leader, comet, migration, prehistory, prehistoric creature, dinosaur, birth, death, nesting grounds, cavern, lemur, mesozoic","Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere","Walt Disney Pictures, Walt Disney Feature Animation"
2000-11-17,How the Grinch Stole Christmas,6.752,123000000,345823040,"Family, Comedy, Fantasy","new love, based on novel or book, holiday, christmas party, village, santa claus, surrealism, thief, public humiliation, christmas, surreal world",Ron Howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski, Bill Irwin","Universal Pictures, Imagine Entertainment, LUNI Productions GmbH and Company KG"
2000-10-06,Meet the Parents,6.672,55000000,330444045,"Comedy, Romance","daughter, cia, airplane, airport, nurse, cat, orderly, father-in-law, epistaxis, lost baggage, urn, pavilion, volleyball, hospital, wedding",Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner, Nicole DeHuff","Universal Pictures, DreamWorks Pictures, Nancy Tenenbaum Films, Tribeca Productions"
